name,product,quantity,unitary_value
Bart S.,Product 1,891,0.5
Winston C,Product 10,1778,5
Winston C,Product 2,1947,0.55
Winston C,Product 9,2240,2
Jack S.,Product 8,131,1.15
Meliana T.,Product 4,560,0.7
Winston C,Product 7,2364,1
Meliana T.,Product 6,393,0.8
Homer J. S.,Product 3,1366,0.6
John Doo,Product 4,2229,0.7
Winston C,Product 3,2382,0.6
Homer J. S.,Product 4,498,0.7
Meliana T.,Product 1,1372,0.5
D. Trump,Product 4,371,0.7
D. Trump,Product 9,1844,2
Bart S.,Product 1,951,0.5
D. Trump,Product 1,1876,0.5
D. Trump,Product 7,2421,1
D. Trump,Product 9,937,2
D. Trump,Product 5,23,0.75
Meliana T.,Product 4,1813,0.7
Winston C,Product 8,1726,1.15
Homer J. S.,Product 8,2273,1.15
D. Trump,Product 10,500,5
Bart S.,Product 10,2312,5
Jack S.,Product 10,1680,5
Bart S.,Product 1,29,0.5
Homer J. S.,Product 7,747,1
Winston C,Product 3,411,0.6
Vlad P.,Product 6,253,0.8
Winston C,Product 7,2244,1
Vlad P.,Product 4,2060,0.7
Homer J. S.,Product 1,1868,0.5
Meliana T.,Product 8,280,1.15
John Doo,Product 7,2049,1
Bart S.,Product 1,727,0.5
John Doo,Product 5,579,0.75
Vlad P.,Product 5,1459,0.75
Jack S.,Product 3,1517,0.6
Winston C,Product 8,1370,1.15
Jack S.,Product 3,1672,0.6
John Doo,Product 2,683,0.55
John Doo,Product 2,1535,0.55
John Doo,Product 5,352,0.75
Jack S.,Product 6,853,0.8
Meliana T.,Product 7,1112,1
Jack S.,Product 10,1363,5
Jack S.,Product 8,1237,1.15
Homer J. S.,Product 8,2113,1.15
D. Trump,Product 8,1724,1.15
Vlad P.,Product 3,1816,0.6
Bart S.,Product 2,1171,0.55
Winston C,Product 4,2423,0.7
Winston C,Product 4,1291,0.7
Jack S.,Product 6,1058,0.8
Jack S.,Product 5,6,0.75
Homer J. S.,Product 7,1355,1
John Doo,Product 8,1541,1.15
Homer J. S.,Product 2,1837,0.55
Winston C,Product 3,279,0.6
Homer J. S.,Product 4,1050,0.7
D. Trump,Product 5,687,0.75
D. Trump,Product 5,1127,0.75
Vlad P.,Product 4,603,0.7
Meliana T.,Product 10,2190,5
D. Trump,Product 4,978,0.7
Vlad P.,Product 3,2185,0.6
Jack S.,Product 3,1078,0.6
Homer J. S.,Product 4,934,0.7
D. Trump,Product 3,1586,0.6
Homer J. S.,Product 9,174,2
Jack S.,Product 3,750,0.6
D. Trump,Product 9,1942,2
Winston C,Product 1,2053,0.5
Vlad P.,Product 2,542,0.55
John Doo,Product 7,1699,1
D. Trump,Product 9,1548,2
Jack S.,Product 8,2162,1.15
D. Trump,Product 6,962,0.8
D. Trump,Product 6,702,0.8
Meliana T.,Product 8,1239,1.15
Homer J. S.,Product 6,390,0.8
Bart S.,Product 7,1102,1
Vlad P.,Product 1,556,0.5
Homer J. S.,Product 10,2086,5
Winston C,Product 1,150,0.5
Vlad P.,Product 8,1546,1.15
D. Trump,Product 8,1964,1.15
Meliana T.,Product 3,411,0.6
Winston C,Product 4,847,0.7
John Doo,Product 3,1636,0.6
Homer J. S.,Product 6,1626,0.8
Homer J. S.,Product 2,1984,0.55
Bart S.,Product 2,868,0.55
Meliana T.,Product 4,473,0.7
D. Trump,Product 10,463,5
Vlad P.,Product 10,1378,5
D. Trump,Product 6,1345,0.8
Bart S.,Product 4,2376,0.7
Jack S.,Product 10,415,5
Meliana T.,Product 5,1355,0.75
Bart S.,Product 9,1119,2
D. Trump,Product 3,387,0.6
Winston C,Product 9,411,2
John Doo,Product 7,1921,1
Meliana T.,Product 1,1032,0.5
Homer J. S.,Product 5,1178,0.75
Jack S.,Product 4,2202,0.7
John Doo,Product 9,1080,2
D. Trump,Product 2,262,0.55
Vlad P.,Product 3,1491,0.6
Bart S.,Product 9,90,2
Jack S.,Product 4,1627,0.7
D. Trump,Product 1,814,0.5
D. Trump,Product 1,610,0.5
Jack S.,Product 10,2118,5
Meliana T.,Product 4,159,0.7
Bart S.,Product 1,167,0.5
D. Trump,Product 2,2303,0.55
Meliana T.,Product 1,620,0.5
Homer J. S.,Product 8,2286,1.15
Winston C,Product 8,2279,1.15
Winston C,Product 7,1938,1
Jack S.,Product 3,916,0.6
Vlad P.,Product 3,1047,0.6
Winston C,Product 6,1244,0.8
Winston C,Product 1,666,0.5
Bart S.,Product 10,1710,5
Jack S.,Product 6,378,0.8
John Doo,Product 2,809,0.55
Homer J. S.,Product 4,4,0.7
Meliana T.,Product 8,1330,1.15
John Doo,Product 8,910,1.15
John Doo,Product 4,2107,0.7
Winston C,Product 1,1125,0.5
D. Trump,Product 5,50,0.75
Homer J. S.,Product 7,1484,1
Bart S.,Product 10,296,5
D. Trump,Product 1,1218,0.5
D. Trump,Product 2,1179,0.55
Meliana T.,Product 7,994,1
John Doo,Product 2,378,0.55
Jack S.,Product 9,252,2
Bart S.,Product 6,426,0.8
Jack S.,Product 7,672,1
Vlad P.,Product 10,2311,5
Vlad P.,Product 6,2241,0.8
Winston C,Product 10,1047,5
Bart S.,Product 1,2050,0.5
John Doo,Product 6,2319,0.8
Winston C,Product 5,1047,0.75
Winston C,Product 5,456,0.75
Jack S.,Product 6,1938,0.8
Bart S.,Product 3,2434,0.6
D. Trump,Product 8,1026,1.15
Meliana T.,Product 3,2047,0.6
Meliana T.,Product 3,1829,0.6
John Doo,Product 6,63,0.8
Jack S.,Product 5,2126,0.75
Winston C,Product 8,134,1.15
D. Trump,Product 5,1580,0.75
Winston C,Product 3,1555,0.6
Meliana T.,Product 3,1368,0.6
John Doo,Product 6,716,0.8
Homer J. S.,Product 7,98,1
Winston C,Product 7,587,1
Vlad P.,Product 4,1797,0.7
Bart S.,Product 6,185,0.8
John Doo,Product 6,1762,0.8
Vlad P.,Product 8,148,1.15
Vlad P.,Product 5,1546,0.75
John Doo,Product 10,515,5
Jack S.,Product 9,1361,2
Vlad P.,Product 1,290,0.5
John Doo,Product 7,1868,1
D. Trump,Product 7,1637,1
Meliana T.,Product 8,2395,1.15
Vlad P.,Product 4,2481,0.7
John Doo,Product 5,1686,0.75
Vlad P.,Product 3,880,0.6
Jack S.,Product 5,1500,0.75
Winston C,Product 8,1031,1.15
Jack S.,Product 3,325,0.6
Meliana T.,Product 7,1490,1
Vlad P.,Product 3,1808,0.6
Winston C,Product 9,534,2
Homer J. S.,Product 2,2348,0.55
Winston C,Product 5,603,0.75
John Doo,Product 1,1535,0.5
Meliana T.,Product 7,180,1
Homer J. S.,Product 7,1504,1
Meliana T.,Product 2,2019,0.55
Homer J. S.,Product 8,1190,1.15
Winston C,Product 1,331,0.5
Homer J. S.,Product 9,2012,2
D. Trump,Product 4,363,0.7
Homer J. S.,Product 4,1610,0.7
Jack S.,Product 6,256,0.8
Winston C,Product 3,212,0.6
Meliana T.,Product 6,1552,0.8
Homer J. S.,Product 4,2204,0.7
Vlad P.,Product 9,1010,2
Vlad P.,Product 6,1263,0.8
Meliana T.,Product 3,2479,0.6
Vlad P.,Product 5,268,0.75
Winston C,Product 3,1917,0.6
Meliana T.,Product 1,1462,0.5
Bart S.,Product 7,1192,1
John Doo,Product 6,946,0.8
John Doo,Product 10,2412,5
John Doo,Product 2,2226,0.55
Jack S.,Product 9,1802,2
Bart S.,Product 8,1211,1.15
Winston C,Product 1,1859,0.5
Jack S.,Product 10,824,5
Vlad P.,Product 1,161,0.5
Meliana T.,Product 4,1442,0.7
D. Trump,Product 5,1854,0.75
D. Trump,Product 9,1262,2
Meliana T.,Product 1,852,0.5
Meliana T.,Product 6,616,0.8
John Doo,Product 2,825,0.55
D. Trump,Product 2,60,0.55
Bart S.,Product 7,1196,1
Winston C,Product 1,1882,0.5
John Doo,Product 10,678,5
Jack S.,Product 2,2235,0.55
Bart S.,Product 5,1928,0.75
Jack S.,Product 2,1194,0.55
Bart S.,Product 8,356,1.15
Winston C,Product 10,2152,5
D. Trump,Product 3,521,0.6
Winston C,Product 4,1315,0.7
Jack S.,Product 4,599,0.7
Meliana T.,Product 8,1906,1.15
Winston C,Product 6,2010,0.8
John Doo,Product 7,1082,1
Bart S.,Product 3,1179,0.6
Meliana T.,Product 9,1983,2
Homer J. S.,Product 7,2300,1
John Doo,Product 2,1626,0.55
Meliana T.,Product 10,1374,5
John Doo,Product 6,2276,0.8
John Doo,Product 10,1512,5
Vlad P.,Product 9,2411,2
Bart S.,Product 4,2393,0.7
Winston C,Product 8,2348,1.15
Jack S.,Product 4,1543,0.7
Meliana T.,Product 2,1608,0.55
Bart S.,Product 8,1267,1.15
Winston C,Product 4,1809,0.7
Winston C,Product 1,618,0.5
Bart S.,Product 2,1466,0.55
Homer J. S.,Product 8,66,1.15
Bart S.,Product 4,483,0.7
D. Trump,Product 6,2176,0.8
Vlad P.,Product 3,1514,0.6
Bart S.,Product 6,568,0.8
Jack S.,Product 6,1482,0.8
John Doo,Product 2,733,0.55
Jack S.,Product 1,1671,0.5
Jack S.,Product 1,813,0.5
Jack S.,Product 3,2228,0.6
Meliana T.,Product 4,744,0.7
Jack S.,Product 2,256,0.55
Jack S.,Product 2,105,0.55
D. Trump,Product 8,1572,1.15
John Doo,Product 3,237,0.6
Winston C,Product 10,1901,5
Winston C,Product 3,1046,0.6
Vlad P.,Product 10,1324,5
Vlad P.,Product 2,76,0.55
Winston C,Product 7,1039,1
John Doo,Product 9,2453,2
Bart S.,Product 10,1088,5
Homer J. S.,Product 8,869,1.15
Meliana T.,Product 2,1766,0.55
Meliana T.,Product 2,1343,0.55
Homer J. S.,Product 3,1813,0.6
Vlad P.,Product 5,1866,0.75
Meliana T.,Product 5,1801,0.75
D. Trump,Product 9,884,2
John Doo,Product 2,2248,0.55
D. Trump,Product 8,1362,1.15
Vlad P.,Product 8,1651,1.15
Bart S.,Product 10,51,5
Bart S.,Product 9,1800,2
John Doo,Product 3,2352,0.6
Homer J. S.,Product 5,2253,0.75
Vlad P.,Product 9,879,2
Homer J. S.,Product 8,1160,1.15
Winston C,Product 2,2436,0.55
Jack S.,Product 10,1165,5
Bart S.,Product 3,1392,0.6
Vlad P.,Product 1,1171,0.5
Bart S.,Product 6,2485,0.8
Jack S.,Product 9,266,2
Homer J. S.,Product 2,1256,0.55
Vlad P.,Product 7,82,1
D. Trump,Product 9,1596,2
Vlad P.,Product 8,1604,1.15
Meliana T.,Product 1,1316,0.5
Jack S.,Product 6,490,0.8
Meliana T.,Product 4,994,0.7
Vlad P.,Product 8,1547,1.15
Meliana T.,Product 10,351,5
John Doo,Product 5,2356,0.75
Homer J. S.,Product 8,466,1.15
Homer J. S.,Product 10,984,5
Jack S.,Product 6,799,0.8
D. Trump,Product 3,1873,0.6
D. Trump,Product 3,2145,0.6
Jack S.,Product 2,1982,0.55
Vlad P.,Product 5,1352,0.75
Vlad P.,Product 10,1665,5
Vlad P.,Product 8,103,1.15
Meliana T.,Product 8,2104,1.15
Meliana T.,Product 7,1625,1
Homer J. S.,Product 7,1047,1
John Doo,Product 2,159,0.55
D. Trump,Product 10,2135,5
Vlad P.,Product 7,1494,1
Homer J. S.,Product 3,139,0.6
Homer J. S.,Product 1,1630,0.5
Winston C,Product 1,694,0.5
Homer J. S.,Product 5,2384,0.75
Meliana T.,Product 10,42,5
Bart S.,Product 4,2271,0.7
Meliana T.,Product 10,300,5
Meliana T.,Product 7,1141,1
Homer J. S.,Product 4,1926,0.7
Meliana T.,Product 4,1560,0.7
D. Trump,Product 1,279,0.5
Vlad P.,Product 5,409,0.75
Bart S.,Product 8,2422,1.15
John Doo,Product 9,1748,2
John Doo,Product 6,2460,0.8
Homer J. S.,Product 1,1154,0.5
Homer J. S.,Product 8,2181,1.15
Meliana T.,Product 2,897,0.55
Jack S.,Product 7,2058,1
D. Trump,Product 8,356,1.15
Homer J. S.,Product 6,2210,0.8
Homer J. S.,Product 10,184,5
Homer J. S.,Product 4,1883,0.7
Jack S.,Product 5,1659,0.75
Winston C,Product 2,1377,0.55
Homer J. S.,Product 6,29,0.8
Vlad P.,Product 2,1042,0.55
Meliana T.,Product 8,64,1.15
Homer J. S.,Product 10,1155,5
Vlad P.,Product 8,1341,1.15
Jack S.,Product 3,414,0.6
Bart S.,Product 3,2217,0.6
John Doo,Product 4,2179,0.7
D. Trump,Product 10,1517,5
Vlad P.,Product 5,2357,0.75
D. Trump,Product 3,745,0.6
Winston C,Product 10,2440,5
Vlad P.,Product 5,1755,0.75
Winston C,Product 1,2265,0.5
Meliana T.,Product 7,1298,1
D. Trump,Product 10,270,5
John Doo,Product 4,1653,0.7
Jack S.,Product 6,1317,0.8
Winston C,Product 3,1801,0.6
Homer J. S.,Product 8,2468,1.15
Homer J. S.,Product 7,152,1
Vlad P.,Product 2,1693,0.55
Bart S.,Product 7,1618,1
Vlad P.,Product 5,106,0.75
John Doo,Product 3,1223,0.6
Meliana T.,Product 8,2134,1.15
John Doo,Product 4,1544,0.7
Winston C,Product 10,2130,5
Vlad P.,Product 9,1746,2
Winston C,Product 4,945,0.7
Meliana T.,Product 7,221,1
Homer J. S.,Product 3,347,0.6
Vlad P.,Product 8,1665,1.15
Winston C,Product 7,2329,1
Bart S.,Product 9,905,2
Meliana T.,Product 1,2484,0.5
John Doo,Product 3,2055,0.6
John Doo,Product 6,1744,0.8
Jack S.,Product 5,1963,0.75
Vlad P.,Product 4,1178,0.7
D. Trump,Product 6,2,0.8
Jack S.,Product 1,1332,0.5
Meliana T.,Product 9,2189,2
D. Trump,Product 1,1930,0.5
Vlad P.,Product 3,637,0.6
Homer J. S.,Product 6,1161,0.8
Meliana T.,Product 6,1484,0.8
D. Trump,Product 8,2381,1.15
Meliana T.,Product 10,1308,5
D. Trump,Product 7,867,1
Homer J. S.,Product 4,1020,0.7
Winston C,Product 9,316,2
Homer J. S.,Product 5,765,0.75
Jack S.,Product 1,898,0.5
Winston C,Product 4,1445,0.7
Bart S.,Product 4,2067,0.7
Jack S.,Product 3,2402,0.6
Bart S.,Product 3,2254,0.6
Bart S.,Product 3,1230,0.6
Meliana T.,Product 7,2065,1
Meliana T.,Product 9,532,2
Bart S.,Product 7,671,1
Vlad P.,Product 5,958,0.75
Winston C,Product 2,2317,0.55
Bart S.,Product 7,1111,1
Winston C,Product 9,1276,2
Winston C,Product 8,2283,1.15
D. Trump,Product 1,1038,0.5
Meliana T.,Product 9,562,2
Jack S.,Product 1,1746,0.5
Homer J. S.,Product 3,950,0.6
John Doo,Product 5,2037,0.75
Meliana T.,Product 7,1009,1
John Doo,Product 9,1045,2
Homer J. S.,Product 5,1961,0.75
Bart S.,Product 6,1344,0.8
Meliana T.,Product 1,147,0.5
Bart S.,Product 7,274,1
John Doo,Product 4,197,0.7
Bart S.,Product 6,2036,0.8
Bart S.,Product 7,1630,1
Vlad P.,Product 7,1107,1
Meliana T.,Product 2,789,0.55
Bart S.,Product 7,194,1
Vlad P.,Product 5,2099,0.75
D. Trump,Product 10,533,5
Jack S.,Product 4,816,0.7
John Doo,Product 6,1102,0.8
John Doo,Product 4,785,0.7
Vlad P.,Product 2,1828,0.55
Jack S.,Product 8,1124,1.15
Homer J. S.,Product 8,1039,1.15
John Doo,Product 5,2399,0.75
Jack S.,Product 4,2353,0.7
Vlad P.,Product 10,974,5
Winston C,Product 4,1386,0.7
Bart S.,Product 9,1753,2
Meliana T.,Product 10,958,5
Bart S.,Product 1,891,0.5
Winston C,Product 8,2199,1.15
Winston C,Product 1,702,0.5
Bart S.,Product 3,397,0.6
D. Trump,Product 8,1338,1.15
Vlad P.,Product 7,1063,1
Winston C,Product 2,2319,0.55
John Doo,Product 2,1062,0.55
John Doo,Product 9,1906,2
Homer J. S.,Product 10,2012,5
Winston C,Product 5,1331,0.75
Jack S.,Product 10,156,5
John Doo,Product 5,708,0.75
Winston C,Product 10,2385,5
Homer J. S.,Product 3,1274,0.6
John Doo,Product 4,984,0.7
Vlad P.,Product 6,1794,0.8
John Doo,Product 7,1217,1
John Doo,Product 3,908,0.6
Vlad P.,Product 2,344,0.55
D. Trump,Product 8,2249,1.15
Homer J. S.,Product 1,382,0.5
Jack S.,Product 8,741,1.15
D. Trump,Product 1,953,0.5
Winston C,Product 10,1133,5
Vlad P.,Product 5,1599,0.75
Homer J. S.,Product 5,271,0.75
D. Trump,Product 3,1380,0.6
Homer J. S.,Product 1,74,0.5
John Doo,Product 7,1085,1
Vlad P.,Product 8,1468,1.15
Winston C,Product 9,2092,2
Vlad P.,Product 5,539,0.75
Winston C,Product 5,292,0.75
D. Trump,Product 4,1273,0.7
John Doo,Product 6,2336,0.8
Bart S.,Product 7,1038,1
Winston C,Product 2,2147,0.55
D. Trump,Product 6,1924,0.8
Jack S.,Product 1,2121,0.5
Vlad P.,Product 3,578,0.6
John Doo,Product 1,2090,0.5
D. Trump,Product 8,2336,1.15
Homer J. S.,Product 7,486,1
Winston C,Product 10,2162,5
Winston C,Product 6,110,0.8
Homer J. S.,Product 1,478,0.5
Winston C,Product 4,1313,0.7
Vlad P.,Product 5,2456,0.75
Homer J. S.,Product 3,2426,0.6
D. Trump,Product 4,571,0.7
D. Trump,Product 1,1851,0.5
John Doo,Product 7,1029,1
Vlad P.,Product 3,323,0.6
Jack S.,Product 9,741,2
Bart S.,Product 8,1213,1.15
Winston C,Product 1,296,0.5
Vlad P.,Product 3,1063,0.6
John Doo,Product 8,502,1.15
Homer J. S.,Product 8,1505,1.15
Meliana T.,Product 8,139,1.15
Vlad P.,Product 10,1162,5
Jack S.,Product 5,1903,0.75
D. Trump,Product 10,747,5
John Doo,Product 5,2014,0.75
John Doo,Product 3,489,0.6
Homer J. S.,Product 4,1535,0.7
Meliana T.,Product 7,343,1
Winston C,Product 8,1929,1.15
Meliana T.,Product 10,2211,5
Winston C,Product 4,1371,0.7
Vlad P.,Product 7,1405,1
D. Trump,Product 8,2377,1.15
John Doo,Product 7,589,1
John Doo,Product 2,2470,0.55
Winston C,Product 9,1613,2
D. Trump,Product 10,1430,5
D. Trump,Product 7,1851,1
Winston C,Product 3,1168,0.6
Vlad P.,Product 2,1815,0.55
John Doo,Product 8,1199,1.15
Winston C,Product 3,349,0.6
John Doo,Product 8,2427,1.15
Vlad P.,Product 1,1416,0.5
Jack S.,Product 10,1065,5
Jack S.,Product 6,1044,0.8
Bart S.,Product 3,208,0.6
D. Trump,Product 5,1246,0.75
D. Trump,Product 4,981,0.7
Winston C,Product 5,225,0.75
Winston C,Product 8,1931,1.15
Winston C,Product 2,472,0.55
Jack S.,Product 3,2180,0.6
Winston C,Product 5,710,0.75
Jack S.,Product 7,1048,1
Winston C,Product 4,754,0.7
John Doo,Product 3,2098,0.6
Winston C,Product 4,1252,0.7
Bart S.,Product 1,583,0.5
Bart S.,Product 3,1079,0.6
Winston C,Product 1,875,0.5
Homer J. S.,Product 9,102,2
D. Trump,Product 10,220,5
Vlad P.,Product 8,1866,1.15
D. Trump,Product 2,1720,0.55
Homer J. S.,Product 9,526,2
John Doo,Product 5,2446,0.75
Bart S.,Product 4,2105,0.7
D. Trump,Product 8,476,1.15
Homer J. S.,Product 10,2496,5
Homer J. S.,Product 2,1553,0.55
Jack S.,Product 9,1853,2
Meliana T.,Product 3,1733,0.6
Vlad P.,Product 7,1241,1
John Doo,Product 4,1907,0.7
Meliana T.,Product 8,2246,1.15
Winston C,Product 3,677,0.6
D. Trump,Product 9,863,2
Bart S.,Product 5,1230,0.75
Vlad P.,Product 5,2459,0.75
Meliana T.,Product 6,2375,0.8
Meliana T.,Product 6,2066,0.8
Bart S.,Product 8,2461,1.15
Bart S.,Product 2,2176,0.55
Meliana T.,Product 7,1909,1
Jack S.,Product 2,2495,0.55
Vlad P.,Product 4,1413,0.7
Jack S.,Product 6,1213,0.8
D. Trump,Product 4,4,0.7
D. Trump,Product 10,1988,5
John Doo,Product 5,1502,0.75
Bart S.,Product 2,1339,0.55
Jack S.,Product 9,593,2
John Doo,Product 1,2000,0.5
Homer J. S.,Product 8,111,1.15
Bart S.,Product 3,2496,0.6
Winston C,Product 7,1650,1
Homer J. S.,Product 8,458,1.15
Jack S.,Product 8,237,1.15
John Doo,Product 2,1572,0.55
Winston C,Product 7,2028,1
Winston C,Product 8,99,1.15
Meliana T.,Product 10,2483,5
Vlad P.,Product 4,906,0.7
Meliana T.,Product 9,931,2
John Doo,Product 2,1060,0.55
Homer J. S.,Product 4,2359,0.7
John Doo,Product 4,2027,0.7
Homer J. S.,Product 9,712,2
Homer J. S.,Product 5,1525,0.75
Meliana T.,Product 4,1944,0.7
Bart S.,Product 2,1414,0.55
D. Trump,Product 1,128,0.5
Homer J. S.,Product 6,541,0.8
Vlad P.,Product 8,2456,1.15
John Doo,Product 4,1556,0.7
Jack S.,Product 4,2452,0.7
D. Trump,Product 3,2322,0.6
John Doo,Product 9,2392,2
Homer J. S.,Product 9,1641,2
Meliana T.,Product 2,1766,0.55
Vlad P.,Product 9,1246,2
Homer J. S.,Product 2,1468,0.55
Jack S.,Product 9,1421,2
Jack S.,Product 6,557,0.8
Meliana T.,Product 9,933,2
Homer J. S.,Product 8,1630,1.15
D. Trump,Product 8,1862,1.15
D. Trump,Product 5,2271,0.75
Meliana T.,Product 5,944,0.75
John Doo,Product 2,335,0.55
D. Trump,Product 8,2379,1.15
Vlad P.,Product 5,97,0.75
Jack S.,Product 5,1774,0.75
D. Trump,Product 7,305,1
John Doo,Product 5,2279,0.75
D. Trump,Product 6,908,0.8
Jack S.,Product 6,634,0.8
Bart S.,Product 8,2476,1.15
John Doo,Product 9,2,2
Vlad P.,Product 5,391,0.75
Meliana T.,Product 9,229,2
D. Trump,Product 1,636,0.5
Jack S.,Product 8,2414,1.15
Jack S.,Product 7,1824,1
Vlad P.,Product 5,152,0.75
Jack S.,Product 5,831,0.75
D. Trump,Product 5,1055,0.75
Bart S.,Product 4,492,0.7
John Doo,Product 8,2031,1.15
Vlad P.,Product 2,1550,0.55
D. Trump,Product 7,947,1
D. Trump,Product 10,851,5
Meliana T.,Product 8,1679,1.15
Jack S.,Product 4,1799,0.7
Vlad P.,Product 7,401,1
Bart S.,Product 6,1525,0.8
Jack S.,Product 4,461,0.7
Meliana T.,Product 3,834,0.6
Vlad P.,Product 2,76,0.55
Homer J. S.,Product 2,477,0.55
Homer J. S.,Product 10,1846,5
Winston C,Product 4,643,0.7
Meliana T.,Product 1,591,0.5
Vlad P.,Product 10,2452,5
Bart S.,Product 1,1002,0.5
Vlad P.,Product 8,895,1.15
Vlad P.,Product 5,270,0.75
John Doo,Product 5,1071,0.75
Meliana T.,Product 3,1468,0.6
Winston C,Product 9,2181,2
Homer J. S.,Product 8,1577,1.15
Jack S.,Product 10,601,5
Bart S.,Product 1,2007,0.5
Bart S.,Product 9,1628,2
Vlad P.,Product 6,432,0.8
Homer J. S.,Product 2,2241,0.55
D. Trump,Product 8,2151,1.15
Meliana T.,Product 5,48,0.75
Meliana T.,Product 5,405,0.75
Vlad P.,Product 4,375,0.7
John Doo,Product 2,1204,0.55
Winston C,Product 8,846,1.15
John Doo,Product 3,686,0.6
John Doo,Product 1,1270,0.5
Vlad P.,Product 2,2444,0.55
Winston C,Product 3,900,0.6
D. Trump,Product 3,2403,0.6
Vlad P.,Product 8,436,1.15
Vlad P.,Product 5,122,0.75
Meliana T.,Product 7,2387,1
Jack S.,Product 4,111,0.7
Bart S.,Product 3,2347,0.6
Bart S.,Product 6,1582,0.8
Vlad P.,Product 7,2433,1
D. Trump,Product 1,95,0.5
Bart S.,Product 3,2341,0.6
Bart S.,Product 2,2308,0.55
Jack S.,Product 8,2092,1.15
Bart S.,Product 1,1322,0.5
Vlad P.,Product 9,2083,2
Jack S.,Product 1,1826,0.5
Homer J. S.,Product 4,1737,0.7
D. Trump,Product 3,898,0.6
Jack S.,Product 4,251,0.7
Jack S.,Product 10,2045,5
D. Trump,Product 6,1019,0.8
Vlad P.,Product 7,919,1
Winston C,Product 10,2319,5
John Doo,Product 1,1614,0.5
John Doo,Product 2,1141,0.55
Vlad P.,Product 10,2095,5
Meliana T.,Product 3,1813,0.6
Winston C,Product 6,152,0.8
Jack S.,Product 5,1171,0.75
Vlad P.,Product 3,1205,0.6
Winston C,Product 2,1674,0.55
D. Trump,Product 5,1007,0.75
Meliana T.,Product 6,768,0.8
Bart S.,Product 8,286,1.15
Jack S.,Product 7,2371,1
Vlad P.,Product 8,907,1.15
Vlad P.,Product 4,539,0.7
Meliana T.,Product 3,591,0.6
John Doo,Product 7,517,1
John Doo,Product 6,187,0.8
John Doo,Product 10,911,5
Homer J. S.,Product 3,86,0.6
Homer J. S.,Product 8,1792,1.15
Vlad P.,Product 10,100,5
Jack S.,Product 8,2201,1.15
Jack S.,Product 1,1457,0.5
Meliana T.,Product 3,210,0.6
D. Trump,Product 9,1589,2
Vlad P.,Product 6,296,0.8
John Doo,Product 10,2057,5
Bart S.,Product 7,561,1
Homer J. S.,Product 6,706,0.8
Homer J. S.,Product 9,577,2
John Doo,Product 5,1009,0.75
Jack S.,Product 10,670,5
Jack S.,Product 1,2317,0.5
Winston C,Product 9,1647,2
Winston C,Product 10,989,5
D. Trump,Product 4,1071,0.7
John Doo,Product 8,150,1.15
Jack S.,Product 1,721,0.5
Winston C,Product 3,179,0.6
Meliana T.,Product 1,612,0.5
Jack S.,Product 8,1041,1.15
Bart S.,Product 6,1163,0.8
D. Trump,Product 3,744,0.6
Homer J. S.,Product 5,1112,0.75
Vlad P.,Product 6,209,0.8
Homer J. S.,Product 8,166,1.15
D. Trump,Product 9,2391,2
Bart S.,Product 2,2253,0.55
Vlad P.,Product 7,1921,1
Winston C,Product 5,1411,0.75
Jack S.,Product 6,2324,0.8
Meliana T.,Product 3,2344,0.6
Vlad P.,Product 7,564,1
John Doo,Product 8,82,1.15
Winston C,Product 1,1145,0.5
Vlad P.,Product 9,1540,2
Bart S.,Product 4,1290,0.7
Vlad P.,Product 4,2398,0.7
Jack S.,Product 8,83,1.15
John Doo,Product 6,2422,0.8
John Doo,Product 8,1303,1.15
Vlad P.,Product 4,1814,0.7
Vlad P.,Product 3,1668,0.6
Bart S.,Product 7,1941,1
John Doo,Product 7,1183,1
D. Trump,Product 10,809,5
Winston C,Product 6,2021,0.8
Bart S.,Product 6,2192,0.8
Winston C,Product 2,1294,0.55
Meliana T.,Product 9,2021,2
D. Trump,Product 9,1053,2
Winston C,Product 8,597,1.15
Meliana T.,Product 7,552,1
Jack S.,Product 9,1695,2
Homer J. S.,Product 5,2135,0.75
John Doo,Product 6,438,0.8
Vlad P.,Product 1,2324,0.5
Homer J. S.,Product 10,877,5
Jack S.,Product 3,530,0.6
Jack S.,Product 4,1699,0.7
Jack S.,Product 4,1158,0.7
Winston C,Product 5,1557,0.75
Jack S.,Product 5,1065,0.75
John Doo,Product 7,1853,1
Meliana T.,Product 3,2123,0.6
Meliana T.,Product 10,981,5
Homer J. S.,Product 6,1695,0.8
Winston C,Product 8,1278,1.15
Jack S.,Product 1,1779,0.5
Vlad P.,Product 4,1797,0.7
Bart S.,Product 8,1909,1.15
Jack S.,Product 8,1314,1.15
Homer J. S.,Product 8,60,1.15
Homer J. S.,Product 2,1979,0.55
John Doo,Product 3,445,0.6
John Doo,Product 8,1383,1.15
Meliana T.,Product 1,816,0.5
Meliana T.,Product 1,538,0.5
Meliana T.,Product 10,348,5
Winston C,Product 2,873,0.55
Meliana T.,Product 5,48,0.75
Jack S.,Product 6,1303,0.8
Vlad P.,Product 10,2215,5
Meliana T.,Product 4,1585,0.7
Winston C,Product 7,552,1
Winston C,Product 5,1118,0.75
D. Trump,Product 1,283,0.5
John Doo,Product 7,350,1
Vlad P.,Product 4,1675,0.7
Bart S.,Product 8,1475,1.15
Vlad P.,Product 6,1494,0.8
Homer J. S.,Product 5,1970,0.75
Homer J. S.,Product 4,919,0.7
